contas,nomenclatura_estrutura
ASSISTENCIA MEDICA E ODONTOLOGICA^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS COM BENEFÍCIOS
FGTS S/PROV. DE FERIAS^ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
MATERIAL DE EMBALAGENS^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS
(-) HONORARIOS - CONTENCIOSO CIVEL^(-)DESP.SERV.TEC.ESPECIALIZADOS,( - ) DESPESAS COM TERCEIROS
"LUZ, GÁS E FORÇA^DESPESAS ADMINISTRATIVAS",( - ) DESPESAS COM UTILIDADES
COFINS S/ RECEITA DE SERVICOS - ARRECADACAO^IMPOSTOS SOBRE RECEITA BRUTA,( - ) PIS/COFINS
SEGUROS VEICULOS^SEGUROS,( - ) DESPESAS GERAIS
DSR - DESCANSO SEMANAL^CUSTO MÃO DE OBRA INDUSTRIAL,( - ) CUSTOS COM MÃO DE OBRA INDUSTRIAL
PROVISAO 13 SALARIO^DESPESAS COM PESSOAL - SALÁRIOS E PROVENTOS,( - ) CUSTOS COM PESSOAL
VIAGENS E ESTADIAS^DESPESAS GERAIS,( - ) DESPESAS COM UTILIDADES
SERV.DEDETIZACAO E CONTROLES PRAGAS.^SERVICO DE TERCEIROS-PESS.JURIDICAS..,( - ) SERVIÇOS DE TERCEIROS
CONTRIBUICAO SOCIAL^SUBVENCOES PARA INVESTIMENTOS,( - ) IR/CS CORRENTE
PREVIDÊNCIA SOCIAL^DESPESAS COM PESSOAL,( - ) DESPESAS COM ENCARGOS
IMPOSTOSETAXAS^TRIBUTOS/TAXAS/CONTRIBUIÇÕES,( - ) GERAIS E ADMINISTRATIVAS
FÉRIAS^DESPESAS COM PESSOAL,( - ) REMUNERAÇÕES [ADM]
DEVOLUÇÕES DE VENDAS/SERVIÇOS^DEVOLUÇÕES E ABATIMENTOS,( + ) RECEITA NO PAIS
VALE TRANSPORTES^BENEFICIOS,( - ) DESPESAS COM BENEFÍCIOS
INFRA ESTRUTURA DE OUVIDORIA^DESPESAS DE COMUNICACOES,( - ) DESPESAS COM TELECOM
CONTRIBUICAO SOCIAL CORRENTE^CONTRIBUICAO SOCIAL SOBRE O LUCRO,( - ) IR/CS CORRENTE
MÓVEISEUTENSILIOS^DESPESASGERAIS,( - ) GERAIS E ADMINISTRATIVAS
ALUGUEIS E CONDOMINIOS^ALUGUEIS,( - ) DESPESAS COMERCIAIS
[2646]PROVISÃO DE IMPOSTO DE RENDA^[NÃO IDENTIFICADA],( - ) IR/CS DIFERIDO
[1743]DESPESA COM SERVIÇO DE PROPAGANDA E PUBLICIDADE^[1722]DESPESA COM SERVIÇOS DE TERCEIROS - PJ,( - ) MARKETING EXPENSES
ROYALTIES - NAA CRYSTAL MALL^ROYALTIES NAA,( + ) ROYATIES
(-)ICMS S/IMPORTACAO^COMPRAS REVENDA MERC. LIQUIDAS,( - ) DESPESAS GERAIS
(-)RECUPERACAO VALE TRANSPORTE^BENEFICIOS,( - ) CUSTOS COM BENEFÍCIOS
PROPAGANDA E PUBLICIDADE^CAIXA GERAL,( - ) DESPESAS COM MARKETING
JUROSSELIC^RECEITASFINANCEIRAS,( + ) RECEITA FINANCEIRA
PRODUTOS ESPECIAIS^DEDUCOES DA RECEITA,NET SALES INTERCO. - INTRADIVISION
HORAS EXTRAS^CUSTOS COM PESSOAL,( - ) CUSTOS COM FOPAG
HORAS SOBREAVISO^PESSOAL PROPRIO,( - ) DESPESAS COM VENDAS
PROCESSOS TRABALHISTAS^DESPESAS NAO DEDUTIVEIS,( - ) OUTRAS DESPESAS
SERV.TERC.PJ-ESSA^SERV.TERC.-PESSOA JURIDICA,( - ) DESPESAS COM TERCEIROS
MATS.P/MELHORIA MQ.EQP.-ENGENH^MATERIAIS AUXILIARES CONSUMO,( - ) DESPESAS COM MATERIAIS
COFINS-SERVICOS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
VARIACAO CAMBIAL PASSIVA^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
CUSTO C/MATERIAL INTERMEDIARIO^CUSTO C/MATERIAL APLICADO,( - ) OUTROS CUSTOS VARIÁVEIS
MATERIAL AGS^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
CSV PLANO DE SAUDE CAR LIQUIDA^APURACAO DO RESULTADO,( - ) CUSTOS VARIÁVEIS
COPA E COZINHA^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS GERAIS
BAIXADEATIVOS^COMOCUPAÇÃO,( +/- ) BAIXA DE IMOBILIZADO
CONTRIBUICAO SOCIAL^PROVISAO PARA CSLL,( - ) IR/CS CORRENTE
CUSTO COM VIAGENS E ESTADIAS^[NÃO IDENTIFICADA],( - ) CUSTOS DOS SERVIÇOS
"MATS. DE SEMINARIOS, CONGR., EVENTOS EXT^MATERIAIS DE CONSUMO",( - ) DESPESAS COM P&D
(-) COFINS^(-) IMPOSTOS INCIDENTES S/VENDAS E SERVIÇOS,( - ) PIS/COFINS
FGTS^CAIXA GERAL,( - ) DESPESAS COM ENCARGOS
13 SALARIO^CAIXA GERAL,( - ) DESPESAS COM 13º SALÁRIOS E FÉRIAS
DESPESASREEMBOLSAVEIS-DESPESASCOMVIAGENS^DESPESASREEMBOLSAVEISEVIAGENS,( - ) GERAIS E ADMINISTRATIVAS
ANUIDADE^[NÃO IDENTIFICADA],( + ) RECEITA BRUTA
PERDA DEVEDORES^OUTRAS DESPESAS,( - ) OUTRAS DESPESAS
PIS^IMPOSTOS SOBRE  A RECEITA,( - ) PIS/COFINS
INCENTIVO FISCAL DEC^RECEITA DE SUBVENÇÃO,( + ) OUTRAS RECEITAS
CSV HS EXTRAS C GERAIS^APURACAO DO RESULTADO,( - ) CUSTOS VARIÁVEIS
"LANCHES, CAFÉS E FRUTAS^(-) DESPESAS COM VENDAS",( - ) DESPESAS COM PESSOAL
1073            BRINDES^1058          DESPESAS GERAIS,( - ) DESPESAS GERAIS
PROPAGANDA E PUBLICIDADE^DESPESAS GERAIS,( - ) DESPESAS COM MARKETING
JUNTAS CORTADAS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
ADICIONALNOTURNO^DESPESASTRABALHISTAS,( - ) GERAIS E ADMINISTRATIVAS
ENERGIA ELETRICA^CUSTOS RATEADOS - PRODUÇÃO,( - ) CUSTOS COM OCUPAÇÃO
SERVIÇO PRESTADO - BANCO ITAÚ^OUTRAS OBRIGAÇÕES,( - ) SERV TERC/HONORÁRIOS
MANUTENCAO E REPAROS^DESPESAS COM VEICULOS,( - ) DESPESAS COM FRETES
MULTAS E DESP. NÃO DEDUTÍVEIS^GASTOS FIXOS,( - ) MULTAS DEDUTIVEIS E NÃO DEDUTIVEIS
FERIAS^REMUNERAÇÃO DE FUNCIONARIOS,( - ) DESPESAS COM SALÁRIOS
(-)SERVICOS DE AVALIACAO^(-)DESP.SERV.TEC.ESPECIALIZADOS,( - ) DESPESAS COM TERCEIROS
SEGURO DE VIDA^BENEFICIOS - ADM,( - ) DESPESAS COM BENEFÍCIOS
VARIAÇÕES CAMBIAIS-PASSIVAS^DIVERSOS,( + / - ) VARIAÇÃO CAMBIAL PASSIVA 
VALE TRANSPORTE^[NÃO IDENTIFICADA],( - ) DESPESAS COM BENEFÍCIOS
MATERIAL DE EXPEDIENTE^GASTOS GERAIS,( - ) DESPESAS GERAIS
CONTRIBUIÇÃO SOCIAL - CORRENTE^IMPOSTO DE RENDA E CONTRIBUIÇÃO SOCIAL DIFERIDO,( - ) IR/CS CORRENTE
(-) COFINS S/ RENDIMENTOS FINANCEIROS^RECEITAS FINANCEIRAS,( + ) RECEITA FINANCEIRA
DESPESAS COM CARTORIOS E  LEGAIS^DESPESAS GERAIS,( - ) OUTRAS RECEITAS / DESPESAS
BENS DE NATUREZA PERMANENTE ADM^DESPESAS DA ADMINISTRAÇÃO,( - ) DESPESAS ADMINISTRATIVAS
13º SALÁRIO^DESPESA C/PESSOAL-COMERCIAL,( - ) 13O SALÁRIO E FÉRIAS
(-) RECUPERAÇÃO MOEDA NACIONAL - MATRIZ^RECEITAS DE SERVICOS- NACIONAL,( + ) RECEITA BRUTA
PROVISAO DE FERIAS^PROVISOES TRABALHISTAS,( - ) CUSTOS COM REMUNERAÇÃO
DESPESAS POSTAIS E TELEGRÁFICAS^????????????,( - ) DESPESAS G & A
CARTORIO^DESPESAS GERAIS OPERACIONAIS,( - ) DESPESAS GERAIS
40501 - JUROS DE APLICACOES FINANCEIRAS^444444444454 - JUROS E DESCONTOS,( - ) DESPESAS COM JUROS
RAT^DESPESAS COM PESSOAL,( - ) DESPESAS COM ENCARGOS
PRO-LABORE^DESPESAS COM RH DIRETORES,( - ) DESPESAS COM REMUNERAÇÃO
DESP. COM IPTU^GASTOS GERAIS,( - ) OUTROS IMPOSTOS E TAXAS
METALBEST^DEDUCOES DA RECEITA,COGS - 3RD - DOMESTIC
DESCONTO INCONDICIONAL CONCEDIDO^INSS A COMPENSAR,( - ) DESCONTO INCONDICIONAL
PUB PROPAGANDA INSTITUTCIONAL.^DESPESAS PUBLICIDADE E PROPAGANDA....,( - ) CUSTO DOS SERVIÇOS - OUTROS
INSS S/ RECEITA BRUTA^DEDUÇÕES E ABATIMENTOS,( - ) INSS S/ ROB
EQUIVALENCIA PATRIMONIAL^RESULTADO PARTICIP. SOCIETARIA,( +/- ) RESULTADO DE EQUIVALÊNCIA PATRIMONIAL
SERVICOS DE MOTO BOY^SERVICOS PROFISSIONAIS,( - ) DESPESAS COM TERCEIROS
33410 - CREDITOS INCOBRAVEIS^333333333363 - OUTRAS DESPESAS NAO OPERACIONAL,( +/- ) PDD
TAXAS SINDICAIS^DESPESA COM PESSOAL,( - ) OUTRAS DESPESAS COM FOPAG
FERIAS^DESPESAS TRABALHISTAS,( - ) DESPESAS COM SALÁRIOS
EMOLUMENTOS^UTILIDADES E SERVICOS,( - ) DESPESAS COM UTILIDADES
INSS S/TERCEIROS - PF^SERVICOS DE TERCEIROS - PF,GENERAL EXPENSES
CURSOS PROFISSIONAIS^CAIXA GERAL,( - ) DESPESAS GERAIS
MULTAS RESCISÓRIAS^DESPESAS COM PESSOAL,( - ) DESPESAS COM PESSOAL
TAXAS DIVERSAS^[NÃO IDENTIFICADA],( - ) OUTROS IMPOSTOS E TAXAS
VALE TRANSPORTE^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
DESCONTO COMERCIAL EXTENSÃO^DESCONTOS CONCEDIDOS,( - ) DESCONTOS E ABATIMENTOS
CREDITODEPIS^CREDITOSDEIMPOSTOS,( - ) PIS/COFINS
SERVICOS TERCEIRIZ.DE INFORMATICA^SERVICOS PROFISSIONAIS,( - ) SERV TERCEIROS
JUROS SOBRE CAPITAL PROPRIO^DESPESAS FINANCEIRAS,( +/- ) OUTROS RESULTADOS FINANCEIROS
SEGUROVIDAEMGRUPO^DESPESASCOMPESSOAL,( - ) DESPESAS COM BENEFÍCIOS
DESPESAS BANCARIAS^CREDITOS COM PESSOAS LIGADAS - NC,( +/- ) OUTROS RESULTADOS FINANCEIROS
VALE TRANSPORTE^DESPESAS COM PESSOAL,( - ) DESPESAS COM BENEFÍCIOS
CONSUMO XEROX.^DESPESAS COM CONSUMO.................,( - ) UTILIDADES E SERVIÇOS
PROGRAMA PARTICIPAÇÃO NOS RESULTADOS - PPR^SERVIÇOS E MANUTENÇÃO,( - ) SERVIÇOS E MANUTENÇÕES
DESPESAS C/CARTORIO^DESPESAS FINANCEIRAS,( + / - ) OUTROS RESULTADOS FINANCEIROS
DESPESASREEMBOLSAVEIS-REFEICOESELANCHES^DESPESASREEMBOLSAVEISEVIAGENS,( - ) GERAIS E ADMINISTRATIVAS
ENERGIA ELETRICA^UTILIDADES,( - ) CUSTOS COM UTILIDADES
ACCOUNTING FEES^GENERAL EXPENSES,GENERAL EXPENSES
CSV MULTAS INDED ALC USINA^APURACAO DO RESULTADO,( - ) CUSTOS FIXOS
ICMS S/ REVENDA DE MERCADORIAS^IMPOSTOS INCIDENTES - ICMS,( - ) ICMS
JUROS E MULTAS S/ TRIBUTOS^CREDITOS COM PESSOAS LIGADAS - NC,( - ) DESPESAS COM JUROS
13º SALÁRIO^DESPESAS S/ PESSOAL,( - ) DESPESAS COM PESSOAL
REC DE ROYALTIES - BTG SHOPPING DOWNTOWN^RECUPERAÇÃO DE ROYALTIES DO ANO CORRENTE,( + ) ROYATIES
MENSALIDADE^RECEITA DE SERVICOS PRESTADOS,( + ) MENSALIDADE
DESCONTOS CONCEDIDOS^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
FERIAS (DC)^DESPESAS DE PESSOAL (DC),( - ) DESPESAS COM PESSOAL COMERCIAL
301             SERVIÇOS PRESTADOS - NACIONAIS^710102        RECEITA DE SERVIÇOS,( + ) RECEITA BRUTA
LOCAÇÃO DE EQUIPAMENTOS^DESPESAS GERAIS ADMINISTRATIVAS,( - ) DESPESAS COM TERCEIROS
GRATIFICACOES^DESPESAS C/PESSOAL,( - ) CUSTOS COM FOPAG
SERVICOS PRESTADOS - AUTONOMO DIARISTA^SERVICOS DE TERCEIROS,( - ) DESPESAS COM TERCEIROS
"OUTROS ICMS^IMPOSTOS, TAXAS E CONTRIBUICOES",( - ) DESPESA FINANCEIRA
DESEMB.CAIXA SERVICOS(NF).^RECEITA COM PRESTACAO DE SERVICOS.....,( + ) VENDAS DE SERVIÇOS
SERV. CONTÁBIL^DESPESAS S/ PESSOAL,( - ) SERV. PROF. CONTRATADOS
REC DE ROYALTIES A C - BTG BARRA SHOPPING^RECUP DE ROYALTIES DO ANO CORRENTE BTG,( + ) RECUP. DE ROYALTIES  ANO CORRENTE
(-) ISS^(-) IMPOSTOS INCIDENTES SOBRE VENDAS,( - ) ISS
FRETES^GASTOS FIXOS,( - ) FRETES
JUROS S/ TRIBUTOS FEDERAIS - PERT^ENCARGOS FINANCEIROS,( - ) DESPESAS FINANCEIRAS
FÉRIAS^DESPESA DE PESSOAL,( - ) DESPESAS COM SALÁRIOS
TAXA CARTAO DE CREDITO^DESPESAS FINANCEIRAS,( + ) OPERADORAS DE CARTÕES
FUNDO DE MARKETING^DESPESAS INDEDUTIVEIS,( - ) DESPESAS GERAIS
LUBRIFICANTES^CUSTOS VARIÁVEIS,( - ) CUSTOS
ESTACIONAMENTO^CONTAS A PAGAR,( - ) DESPESAS GERAIS
TELEFONIA - FIXA - DDG^DESPESAS COM TELECOMUNICACOES,( - ) DESPESAS COM VIAGENS
TELEFONIA – AJUDA CUSTOS COMERCIAL^CUSTO OPERACIONAL,( - ) DESPESAS COMERCIAIS
FGTS-PROV.S/FERIAS^ENCARGOS SOCIAIS,( - ) ENCARGOS [P&D]
DIFERENCIAL DE ALIQUOTA^IMPOSTOS E TAXAS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
(-) SIMPLES NACIONAL SOBRE VENDAS E SERVIÇOS^(-) IMPOSTOS S/VENDAS E SERVIÇOS,( - ) DESCONTOS E ABATIMENTOS
CUSTO DAS MERCADORIAS VENDIDAS^CUSTO DAS MERCADORIAS VENDIDAS,( - ) CUSTOS DE VENDAS
IOF^DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
COMISSÕES DE VENDAS^DESPESAS S/ PESSOAL,( - ) DESPESAS COM PESSOAL
DESP CONTENCIOSO SATURNISMO^IMOBILIZAÇÕES TÉCNICAS,( - ) DESP CONTENCIOSO SATURNISMO
OUTRAS RECEITAS^RECEITAS DIVERSAS,( + ) RECEITA FINANCEIRA
JUNTAS CORTADAS^DEDUCOES DA RECEITA,COGS - 3RD - DOMESTIC
ALUGUEL DO IMOVEL^GASTOS GERAIS,( - ) DESPESAS COM LOCAÇÃO
CONTRIBUIÇÕES SINDICAIS E ASSOCIATIVAS^[NÃO IDENTIFICADA],( - ) OUTROS IMPOSTOS E TAXAS
LICENCAS SISTEMA FRONT OFFICE^CUSTOS COM SISTEMAS DE INFORMATICA/PAGAM,( - ) SERV DE TERCEIROS
13º SALARIO^DESPESAS COM PESSOAL - ADMINISTRATIVO,( - ) 13O SALÁRIO E FÉRIAS
AUXÍLIO CRECHE^DESPESAS TRABALHISTAS,( - ) DESPESAS COM SALÁRIOS
[A00433]TELEFONES^[A00430]UTILIDADES E SERVIÇOS,( - ) DESPESAS COM TELECOM
IPVA^CAIXA GERAL,( - ) OUTROS IMPOSTOS E TAXAS
AUDITORIA INTERNA OU EXTERNA.^ASSESSSORIA TECNICA..................,( - ) CUSTO DOS SERVIÇOS - PREST SERVIÇOS
SERVICOS GRAFICOS^CUSTOS COM PROPAGANDA E PUBLICIDADE,( - ) MARKETING
EVENTOS.^DESPESAS COM PROMOCAO................,( - ) CUSTO DOS SERVIÇOS - OUTROS
HORAS EXTRAS^DESPESAS TRABALHISTAS,( - ) SALARIOS Y SUELDOS
CUSTODIA DE TITULOS E VALORES MOBILIARIOS^(-) DESP SERV SISTEMA FINANC,( - ) CVM
IMPOSTODERENDA^IRPJ,( - ) IR/CS CORRENTE
APOSTILAS^CUSTOS TREINAMENTOS PROJETOS,( - ) CUSTOS COM TREINAMENTOS
43010118^43010100,( - ) CUSTOS COM FOPAG
M.T.M. TITULOS DE RENDA VARIAVEL^TITULOS PARA NEGOCIACAO,( + ) RECEITA FINANCEIRA
(-)SERVICOS GRAFICOS^(-)DESPESAS SERVICOS DE TERCEIROS,( - ) DESPESAS COM TERCEIROS
AMORTIZ LICENCAS DE SOFTWARES^DEPRECIACOES E AMORTIZACOES,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
13O SALARIO^[NÃO IDENTIFICADA],( - ) CUSTO SERVIÇOS PRESTADOS
COMISSOES EXTERNAS^CUSTO DIRETO DA OPERACAO,( - ) CUSTOS DIRETO OPERAÇÃO
OUTROS (MATERIAL DE CONSUMO)^MATERIAL DE CONSUMO,( - ) MATERIAIS E SERVIÇOS
SERVIÇOS DE LIMPEZA -PJ^DESPESAS DE FUNCIONAMENTO,( - ) DESPESAS GERAIS
TELEFONE^DEDUCOES DA RECEITA,COMMERCIAL
ESTACIONAMENTO^ESTACIONAMENTO,( - ) DESPESAS GERAIS
ENERGIA ELETRICA^CAIXA GERAL,( - ) DESPESAS COM UTILIDADES
(-) DOAÇÕES INDEDUTÍVEIS - LEI DO IDOSO^(-)DESP CONTR FILANTROPICAS,( - ) DESPESAS GERAIS
SERVIÇOSDEENTREGARÁPIDA^UTILIZADESESERVIÇOS,GERAIS E ADMINISTRATIVAS
LOCACAO DE VEICULOS^CAIXA GERAL,( - ) VIAGENS E DESLOCAMENTOS
ASSINATURAS E PERIODICOS - ADM^MATERIAL E EXPEDIENTE,( - ) DESPESAS GERAIS
IOF^FINANCIAMENTO CAPITAL GIRO,( - ) DESPESAS FINANCEIRAS
AUDITORIADELOJAS^CUSTOSADMINISTRATIVOSDESHOPPINGS,( - ) GERAIS E ADMINISTRATIVAS
TAXA DE EXPEDIENTE^TAXAS MUNICIPAIS,( - ) OUTROS IMPOSTOS E TAXAS
LETRAS DE CAMBIO^TITULOS PARA NEGOCIACAO,( + ) RECEITA RENDA FIXA
VALE REFEIÇÃO^BENEFÍCIOS,( - ) CUSTOS COM SALÁRIOS E ENCARGOS
[2079]IMPLANTAÇÃO^[206]RECEITA BRUTA COM PREST. DE SERVIÇOS - RECORRENTES,( + ) DEPLOYMENT REVENUE
DESP. NAO RECORRENTES^DESPESAS ADMINISTRATIVAS,DESPESAS NÃO RECORRENTES
(-) RECUPERAÇÃO EM FOLHA DE PAGAMENTO^CUSTOS DIRETOS NA PRESTAÇÃO SERVIÇOS,( - ) CUSTOS COM FOPAG
AUXILIO CRECHE^[NÃO IDENTIFICADA],( - ) DESPESAS COM BENEFÍCIOS
MEDICAMENTOS^DESPESAS COM CONSUMO.................,( - ) CUSTO DOS SERVIÇOS - PREST SERVIÇOS
FPW PONTO^RECEITAS  C/ TREINAMENTO,RECEITA DE SERVIÇOS
SEGURO DE VIDA^C/PESSOAL,( - ) DESPESAS COM BENEFÍCIOS
VEICULOS - USO DIRETO PRODUCAO^DEPRECIACOES,( - ) DEPRECIAÇÃO E AMORTIZAÇÃO
INSS S/ PROVISÃO ° SALÁRIO^DESPESAS TRABALHISTAS,( - ) DESPESAS COM REMUNERAÇÃO
BOLSA - ESTAGIÁRIOS^DESPESAS COM PESSOAL,( - ) CUSTOS COM BENEFÍCIOS
IPVA^DESPESAS TRIBUTARIAS,( - ) DESPESAS TRIBUTÁRIAS
SERV.TERC.PJ-ENGENHARIA^SERV.TERC.-PESSOA JURIDICA,( - ) DESPESAS COM TERCEIROS
BENS DE PEQUENO VALOR^[NÃO IDENTIFICADA],( - ) DESPESAS ADMINISTRATIVAS
FÉRIAS^CUSTO DA MÃO DE OBRA DIRETA,( - ) CUSTOS COM SALÁRIOS
CARTÕES DE VISITA^DESPESAS DE MARKETING E COMUNIC,( - ) DESPESAS COM MARKETING
13 SALARIO^DEDUCOES DA RECEITA,ADMINISTRATIVE
13OSALARIO^DESPESASTRABALHISTAS,( - ) GERAIS E ADMINISTRATIVAS
LETRAS FINANCEIRAS DO TESOURO^PREJUIZOS C/TIT DE RENDA FIXA,( +/- ) OUTROS RESULTADOS FINANCEIROS
CORREIOS^CUSTOS COM UTILIDADES PUBLICAS,( - ) CUSTOS COM UTILIDADES
SALARIOS E ORDENADOS^DESPESAS COM PESSOAL,( - ) DESPESAS COM PESSOAL
CUSTO COM SERVIÇOS^CUSTO COM PRODUTOS,( - ) CUSTOS COM PRODUTOS
ENERGIA ELETRICA^DESPESAS PREDIAIS E DE OCUPACAO,( - ) DESPESAS COM ENERGIA ELÉTRICA
SERVIÇOS PRESTADOS POR TERCEIROS^DESPESAS GERAIS,( - ) DESPESAS COM TERCEIROS
FGTS^CAIXA GERAL,( - ) DESPESAS COM ENCARGOS
MANUTENÇÃO DE PREDIOS^GASTOS GERAIS NA PRESTAÇÃO DE SERVIÇOS,( - ) CUSTOS DOS SERVIÇOS
SEGURO DE VIDA SÓCIO^DESPESA GERAIS,( - ) DESPESAS COM BENEFÍCIOS
CURSOS E TREINAMENTOS^DESPESAS GERAIS,( - ) DESPESAS GERAIS
IOF/IOC^IOF/IOC,( - ) OUTRAS DESPESAS FINANCEIRAS
SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA^DESPESAS COM SERVIÇOS DE TERCEIROS,( - ) DESPESAS COM TERCEIROS
COFINS-PRODUTOS ESPECIAIS^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
ESTACIONAMENTOS^CAIXA GERAL,( - ) DESPESAS COM VIAGENS E REPRESENTAÇÕES
PIS - SOCIETARIO^IMPOSTOS INCIDENTES S/VENDAS,( - ) OUTROS IMPOSTOS
HIPERCARD^BILHETERIA,( + ) RECEITA BRUTA
[A00421]IRRF S/ APLIC FINANC^[A00418]DESPESAS FINANCEIRAS,( - ) DESPESAS FINANCEIRAS
(-) ICMS S/VENDA PROD.SORVETE 10L^(-) TRIBUTOS S/VENDA PROD.SORVETE 10L,( - ) ICMS
ADICIONAL NOTURNO^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS COM SALÁRIOS
FÉRIAS^SALÁRIOS E ORDENADOS,( - ) SALÁRIOS
SALARIOS^DESPESAS DO PESSOAL,( - ) DESPESAS COM SALÁRIOS
COFINS-METALFLEX^DEDUCOES DA RECEITA,NET SALES 3RD - DOMESTIC
OLEO DIESEL^OCUPACAO E UTILIDADES,( - ) CUSTOS VARIÁVEIS - OUTROS
LOCACAO MERC. EXTERNO^RECEITA DE VENDAS,( + ) OUTRAS RECEITAS
FPW INTERFACE CONTÁBIL^RECEITAS C/ CONSULT. EVENT.,RECEITA DE SERVIÇOS
OUTROS MATERIAIS - OUTROS^MATERIAIS - MATRIZ- OUTROS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
MATERIAL DE ESCRITÓRIO^GASTOS DE ESTRUTURA,( - ) DESPESAS GERAIS
ALIMENTAÇÃO^BENEFÍCIOS,( - ) DESPESAS COM FOPAG
TRANSF.DESPESA CUSTO DIRETO^DEDUCOES DA RECEITA,TRANSITÓRIA APURAÇÃO DE CUSTO
CORREIO E MALOTES^COMUNICACOES,( - ) DESPESAS GERAIS
PALESTRAS E CURSOS^CAPITAL SOCIAL REALIZADO,( - ) OUTRAS DESPESAS
REND. DE APLIC FINANC. S/ ATUALIZAÇÃO^JUROS E RENDIMENTOS,( + ) RECEITA FINANCEIRA
VARIAÇÃO CAMBIAL PASSIVA^FINANCEIRAS,( + / - ) VARIAÇÃO CAMBIAL PASSIVA 
COMISSÃO REPRESENTANTES^DESPESAS COM VENDAS,( - ) COMISSÕES DE VENDAS
ICMS ST S/BONIFICAÇÕES^IMPOSTOS S/BONIFICAÇÕES,( - ) BONIFICAÇÕES
PIS - CREDITO DE INSUMOS^DESPESAS TRIBUTARIAS,( - ) DESPESAS TRIBUTÁRIAS
ALUGUELCOMPLEMENTAR^RECEITASDESHOPPING,ALUGUEL MÍNIMO QUIOSQUE
º SALÁRIO^DESPESAS TRABALHISTAS,( - ) DESPESAS COM REMUNERAÇÃO
PROVISÕES CONTINGÊNCIAS JURÍDICAS^DESPESAS NÃO DEDUTÍVEIS,( - ) DESPESAS GERAIS
INSS^ENCARGOS SOCIAIS,( - ) DESPESAS COM ENCARGOS
(-) IPI SOBRE VENDAS E SERVIÇOS^(-) IMPOSTOS S/VENDAS E SERVIÇOS,( - ) DESCONTOS E ABATIMENTOS
CONTR. SOCIAL S/ LUCRO LÍQUIDO^IMPOSTOS PROVISIONADOS,( - ) IR/CSLL
JUROSS/MUTUOSEEMPRESTIMOS^RECEITASFINANCEIRAS,( + ) RECEITA FINANCEIRA
IOF^DESP FINANCEIRAS GERAIS,( - ) DESPESAS FINANCEIRAS
TAXAS DIVERSAS^CREDITOS COM PESSOAS LIGADAS - NC,( - ) OUTROS IMPOSTOS E TAXAS
TAXIS E CONDUCOES^DESPESAS DE VIAGENS,( - ) DESPESAS COM VIAGENS
EMBALAGENS^DESPESAS GERAIS,( - ) DESPESAS GERAIS
RECUPERACOES DE DESPESAS^RECEITAS DIVERSAS,( + ) RECEITA FINANCEIRA
CUSTO MERCADORIAS VENDIDAS ICMS^CUSTO MERCADORIAS VENDIDAS,( - ) ICMS
CERTIFICAÇÃO DIGITAL^DESPESAS C/MANUTENCAO,( - ) DESPESAS GERAIS
DESPESAS C/PINTURAS^MANUTENCAO DE PREDIOS,( - ) MANUTENÇÃO PREDIAL
OUTRAS RECEITAS^RECEITAS DIVERSAS,( + ) OUTRAS RECEITAS
ASSISTENCIA MEDICA^[NÃO IDENTIFICADA],( - ) DESPESAS COM VENDAS
MANUTENCAO E CONSERVACAO VEICULOS^DESPESAS COM VEICULOS. BENS E INSTALACAO,( - ) DESPESAS GERAIS
CORREIO^[NÃO IDENTIFICADA],( - ) CUSTOS COM EQUIPAMENTOS
ENCARGOS DE CARTÃO DE CRÉDITO^DESPESAS FINANCEIRAS,( +/- ) OUTROS RESULTADOS FINANCEIROS
MATL.DIVS.DE USO E CONSUMO^DESPESAS ADMINISTRATIVAS,( - ) DESPESAS GERAIS E ADMINISTRATIVAS
CS - FGTS^CUSTO DOS SERVICOS PRESTADOS,( - ) DESPESAS COM ENCARGOS
METALBEST^DEDUCOES DA RECEITA,COGS - 3RD - DOMESTIC
TRADUÇOES^SERVICOS PRES PESSOA JURIDICA,( - ) CUSTOS VARIÁVEIS - OUTROS
FGTS RESCISORIO^CAIXA GERAL,( - ) DESPESAS COM ENCARGOS
INSS CARGAS E DESCARGAS^TRANSPORTE/ LOGISTICAS,( - ) DESPESAS COM TRANSPORTE/LOGÍSTICA
